Time,CO2,CO,TEMP
16:33:43,21474836.47,41.0,0.0
16:33:47,21474836.47,2.06,0.0
16:33:52,21474836.47,3.28,0.0
16:33:57,21474836.47,4.19,0.0
16:34:02,21474836.47,3.05,0.0
16:34:07,21474836.47,3.08,0.0
16:34:12,21474836.47,2.87,0.0
16:34:17,21474836.47,3.06,0.0
16:34:22,21474836.47,2.94,0.0
16:34:27,21474836.47,2.76,0.0
16:34:32,0.0,30.82,0.0
16:34:37,0.0,172.06,0.0
16:34:42,0.0,99.25,0.0
16:34:47,0.0,55.17,0.0
16:34:51,0.0,38.74,0.0
16:34:57,0.0,32.06,0.0
16:35:01,0.0,44.86,0.0
16:35:30,0.0,0.0,21474836.47
16:35:35,0.0,2.05,21474836.47
16:35:40,0.0,128.85,21474836.47
16:35:45,0.0,71.29,477.75
16:35:50,0.0,35.3,33.0
16:35:55,0.0,28.02,2.0
16:36:01,0.0,21.22,1.5
16:36:05,0.0,18.38,33.0
16:36:09,0.0,16.17,2.5
16:36:14,0.0,16.3,2.0
16:36:19,0.0,16.21,32.75
16:36:24,0.0,15.7,33.25
16:36:29,0.0,15.39,33.0
16:36:34,0.0,14.96,2.5
16:36:39,0.0,15.02,2.0
16:36:44,0.0,14.53,33.0
16:36:49,0.0,14.31,33.0
16:36:54,0.0,14.3,33.0
16:36:59,0.0,13.83,33.0
16:37:03,0.0,13.9,2.5
16:37:08,0.0,13.81,2.0
16:37:13,0.0,13.45,2.0
16:37:18,0.0,13.49,33.0
16:37:23,0.0,13.08,1.5
16:37:28,0.0,13.18,33.0
16:37:33,0.0,13.02,32.75
16:37:38,0.0,12.88,32.75
16:37:43,0.0,12.93,33.25
16:37:48,0.0,12.48,33.25
16:37:53,0.0,12.49,32.75
16:37:58,0.0,12.56,33.25
16:38:02,0.0,12.6,33.0
16:38:07,0.0,12.51,32.75
16:38:12,0.0,12.48,33.0
16:38:17,0.0,12.6,32.75
16:38:22,0.0,12.44,32.75
16:38:27,0.0,12.51,2.0
16:38:32,0.0,12.48,1.5
16:38:37,0.0,12.59,2.5
16:38:42,0.0,12.3,1.0
16:38:47,0.0,12.2,33.0
16:38:53,0.0,12.63,1.5
16:38:56,0.0,12.92,2.0
16:39:02,0.0,12.56,1.5
16:39:06,0.0,12.52,1.0
16:39:11,0.0,12.2,1.0
16:39:16,0.0,12.13,2.0
16:39:21,0.0,12.35,21474836.47
16:39:26,0.0,12.37,1.5
16:39:31,0.0,12.15,1.5
16:39:36,0.0,12.41,2.0
16:39:41,0.0,12.1,1.5
16:39:46,0.0,12.26,2.0
16:39:51,0.0,12.1,2.0
16:39:56,0.0,12.12,33.0
16:40:00,0.0,12.32,1.5
16:40:05,0.0,12.09,2.0
16:40:10,0.0,12.27,2.0
16:40:15,0.0,12.17,2.0
16:40:20,0.0,12.15,2.0
16:40:25,0.0,12.08,2.0
16:40:30,0.0,12.3,1.0
16:40:35,0.0,12.12,1.0
16:40:40,0.0,12.13,1.5
16:40:45,0.0,12.24,2.0
16:40:50,0.0,12.24,1.5
16:40:54,0.0,12.06,1.5
16:40:59,0.0,12.34,1.0
16:41:06,0.0,12.42,1.5
16:41:09,0.0,12.04,0.0
16:41:14,0.0,12.09,1.5
16:41:19,0.0,12.41,2.0
16:41:24,0.0,12.41,2.0
16:41:29,0.0,12.58,2.0
16:41:34,0.0,12.3,2.5
16:41:39,0.0,12.2,33.0
16:41:44,0.0,12.32,2.0
16:41:49,0.0,12.32,2.0
16:41:53,0.0,12.32,1.0
16:41:59,0.0,11.92,2.0
16:42:03,0.0,11.84,2.5
16:42:08,0.0,11.92,2.0
16:42:13,0.0,11.97,1.5
16:42:18,0.0,11.96,1.5
16:42:23,0.0,11.61,21474836.47
16:42:28,0.0,11.69,21474836.47
16:42:33,0.0,11.51,21474836.47
16:42:38,0.0,11.44,1.0
16:42:43,0.0,11.29,32.75
16:42:48,0.0,11.81,33.0
16:42:53,0.0,13.25,33.0
16:42:58,0.0,13.2,33.25
16:43:03,0.0,13.15,32.75
16:43:08,0.0,13.52,33.0
16:43:12,0.0,13.36,33.0
16:43:17,0.0,13.25,33.25
16:43:23,0.0,13.43,33.0
16:43:27,0.0,13.42,33.0
16:43:32,0.0,13.89,33.0
16:43:37,0.0,14.14,33.0
16:43:42,0.0,13.81,33.0
16:43:47,0.0,13.94,33.0
16:43:53,0.0,13.31,33.0
16:43:57,0.0,13.51,33.0
16:44:02,0.0,13.86,33.0
16:44:06,0.0,13.86,33.25
16:44:11,0.0,13.15,33.0
16:44:16,0.0,13.77,33.25
16:44:21,0.0,13.03,33.0
16:44:26,0.0,13.06,32.75
16:44:31,0.0,12.98,32.75
16:44:36,0.0,13.25,33.25
16:44:41,0.0,13.63,32.5
16:44:46,0.0,14.78,33.0
16:44:51,0.0,15.16,1.0
16:44:56,0.0,15.14,1.5
16:45:01,0.0,15.63,2.0
16:45:05,0.0,15.24,1.0
16:45:11,0.0,14.92,1.0
16:45:15,0.0,15.07,1.5
16:45:20,0.0,14.74,1.5
16:45:25,0.0,15.46,0.5
16:45:30,0.0,15.38,2.0
16:45:35,0.0,15.48,1.5
16:45:40,0.0,15.41,1.0
16:45:45,0.0,15.89,2.5
16:45:50,0.0,15.63,0.5
16:45:55,0.0,15.87,1.5
16:45:59,0.0,15.63,1.5
16:46:05,0.0,15.51,1.5
16:46:09,0.0,15.79,1.5
16:46:14,0.0,15.27,1.0
16:46:19,0.0,15.86,2.0
16:46:24,0.0,16.59,1.5
16:46:29,0.0,16.62,2.0
16:46:34,0.0,16.0,1.5
16:46:39,0.0,15.86,1.5
16:46:44,0.0,16.19,1.5
16:46:49,0.0,17.44,1.0
16:46:54,0.0,17.65,1.5
16:46:59,0.0,17.69,0.5
16:47:04,0.0,16.32,1.0
16:47:08,0.0,16.84,1.0
16:47:14,0.0,18.02,1.5
16:47:18,0.0,18.62,2.0
16:47:23,0.0,17.54,2.0
16:47:28,0.0,17.88,1.5
16:47:33,0.0,16.79,0.5
16:47:38,0.0,16.82,1.0
16:47:43,0.0,17.12,1.0
16:47:48,0.0,17.46,1.5
16:47:53,0.0,17.71,1.5
16:47:57,0.0,17.56,1.5
16:48:02,0.0,17.61,2.0
16:48:09,0.0,17.36,1.5
16:48:12,0.0,16.6,1.0
16:48:17,0.0,17.65,1.0
16:48:22,0.0,17.14,1.0
16:48:27,0.0,19.93,0.5
16:48:32,0.0,22.42,1.0
16:48:37,0.0,24.62,1.5
16:48:42,0.0,23.01,2.0
16:48:47,0.0,22.93,1.5
16:48:52,0.0,23.84,1.0
16:48:56,0.0,23.11,1.5
16:49:01,0.0,22.49,1.5
16:49:06,0.0,21.76,0.5
16:49:11,0.0,21.31,2.0
16:49:16,0.0,21.06,1.0
16:49:21,0.0,20.93,0.0
16:49:26,0.0,21.2,1.0
16:49:32,0.0,20.13,0.5
16:49:36,0.0,19.51,1.0
16:49:41,0.0,19.87,1.0
16:49:46,0.0,19.4,2.0
16:49:51,0.0,19.68,1.5
16:49:56,0.0,19.28,1.5
16:50:00,0.0,20.17,1.5
16:50:05,0.0,22.45,1.0
16:50:10,0.0,21.36,1.0
16:50:15,0.0,21.59,0.0
16:50:20,0.0,20.7,1.0
16:50:25,0.0,20.86,1.5
16:50:30,0.0,20.59,0.5
16:50:35,0.0,19.38,1.0
16:50:40,0.0,19.46,0.0
16:50:46,0.0,19.76,1.0
16:50:50,0.0,19.89,1.0
16:50:54,0.0,19.68,1.5
16:50:59,0.07,19.72,1.5
16:51:04,0.0,19.3,1.0
16:51:09,0.0,19.3,1.0
16:51:14,0.0,18.58,1.5
16:51:19,0.0,19.32,1.5
16:51:24,0.0,18.26,1.5
16:51:29,0.07,18.7,1.5
16:51:34,0.07,18.68,1.5
16:51:39,0.07,20.11,1.5
16:51:44,0.0,20.59,2.0
16:51:48,0.0,20.75,0.5
16:51:53,0.07,20.41,2.0
16:51:58,0.07,19.51,1.5
16:52:03,0.07,19.89,1.5
16:52:08,0.07,19.44,1.0
16:52:13,0.07,19.4,1.5
16:52:18,0.0,20.17,1.5
16:52:23,0.07,19.78,1.5
16:52:28,0.07,21.27,1.0
16:52:33,0.07,22.06,0.5
16:52:38,0.07,22.64,1.5
16:52:43,0.0,22.81,0.5
16:52:47,0.07,22.62,1.5
16:52:53,0.07,22.06,1.0
16:52:57,0.07,21.66,2.0
16:53:02,0.0,21.76,1.0
16:53:07,0.0,22.54,1.5
16:53:12,0.07,22.06,1.0
16:53:17,0.07,22.35,1.5
16:53:22,0.0,23.63,0.5
16:53:27,0.07,22.71,1.5
16:53:32,0.07,23.01,1.5
16:53:37,0.07,22.84,1.5
16:53:42,0.0,22.81,0.5
16:53:47,0.07,21.94,1.5
16:53:51,0.07,22.49,1.0
16:53:56,0.07,21.45,1.5
16:54:01,0.0,21.59,0.5
16:54:06,0.0,21.02,0.5
16:54:11,0.0,20.26,1.5
16:54:16,0.07,20.81,0.5
16:54:21,0.0,20.06,1.5
16:54:26,0.0,20.22,1.5
16:54:32,0.07,20.15,1.0
16:54:36,0.07,20.9,1.5
16:54:41,0.0,20.9,1.0
16:54:45,0.0,21.25,1.5
16:54:50,0.07,18.86,1.0
16:54:55,0.07,17.65,31.5
16:55:00,0.0,16.88,1.5
16:55:05,0.07,17.01,1.5
16:55:10,0.07,17.56,0.5
16:55:15,0.07,17.92,1.0
16:55:20,0.07,18.42,1.0
16:55:25,0.0,18.14,0.5
16:55:30,0.0,18.0,1.5
16:55:35,0.0,18.9,1.5
16:55:39,0.0,25.31,32.75
16:55:44,0.0,25.51,32.5
16:55:50,0.07,32.51,0.0
16:55:54,0.0,35.75,32.0
16:55:59,0.0,34.96,21474836.47
16:56:04,0.0,43.2,0.0
16:56:09,0.0,45.34,21474836.47
16:56:14,0.0,36.18,21474836.47
16:56:19,0.07,30.1,21474836.47
16:56:24,0.07,27.08,21474836.47
16:56:29,0.0,24.75,21474836.47
16:56:34,0.0,24.54,1536.0
16:56:39,0.0,22.42,0.0
16:56:44,0.07,25.1,34.25
16:56:49,0.0,18.2,33.75
16:56:54,0.0,16.84,33.75
16:56:59,0.07,0.83,33.5
16:57:04,0.0,845.71,33.0
16:57:09,0.07,1.45,33.0
16:57:13,0.07,0.16,33.0
16:57:18,0.0,0.0,33.5
16:57:23,0.0,2.82,33.25
16:57:28,0.07,18.54,33.0
16:57:33,0.0,74.67,21474836.47
16:57:38,0.0,136.36,2.5
16:57:43,0.0,36.68,21474836.47
16:57:48,0.07,36.56,2.0
16:57:53,0.0,29.72,21474836.47
16:57:58,0.0,21.66,21474836.47
16:58:03,0.0,21.71,21474836.47
16:58:08,0.07,31.25,1.5
16:58:13,0.0,23.56,0.25
16:58:18,0.0,19.05,33.0
16:58:23,79.85,15.86,21474836.47
16:58:28,0.0,17.25,0.0
16:58:33,0.07,28.48,0.0
16:58:38,2.49,26.03,0.0
16:58:42,0.0,24.99,0.0
16:58:47,0.0,23.63,0.0
16:58:52,0.07,24.72,0.0
16:58:57,0.07,26.82,0.0
16:59:02,2.49,47.95,0.0
16:59:07,2.49,23.48,0.0
16:59:12,0.0,18.42,21474836.47
16:59:17,0.0,19.32,0.0
16:59:22,0.07,23.01,0.0
16:59:27,0.0,15.48,0.0
16:59:32,79.85,22.09,0.0
16:59:37,0.0,23.46,0.0
16:59:41,0.0,24.36,0.0
16:59:46,0.07,23.18,0.0
16:59:52,0.0,23.13,0.0
16:59:56,0.07,22.13,0.0
17:00:01,0.07,14.45,0.0
17:00:05,79.85,16.24,21474836.47
17:00:09,79.85,20.75,0.0
17:00:14,0.0,15.04,0.0
17:00:19,0.0,12.96,0.0
17:00:24,0.07,11.61,0.0
17:00:29,79.85,1.37,0.0
17:00:34,81671.0,0.0,0.0
17:00:39,0.0,13.57,0.0
17:01:03,81671.0,3.59,21474836.47
17:01:08,81671.0,1.08,0.0
17:01:13,79.85,0.04,0.0
17:01:20,2611913.44,0.51,21474836.47
17:01:25,2.49,1.75,0.0
17:01:30,0.0,5.5,0.0
17:01:35,0.0,7.11,0.0
17:01:40,0.07,6.06,0.0
17:01:45,2.49,241.75,0.0
17:01:49,0.0,206.92,0.0
17:01:55,0.0,77.02,0.0
17:01:59,0.07,42.84,0.0
17:02:04,0.07,33.14,0.0
17:02:09,2.49,28.14,0.0
17:02:14,0.0,25.84,0.0
17:02:19,0.07,24.2,0.0
17:02:24,0.07,22.54,0.0
17:02:29,0.07,23.28,0.0
17:02:34,79.85,23.48,0.0
17:02:39,0.0,23.01,0.0
17:02:44,0.0,24.2,0.0
17:02:49,0.0,23.69,0.0
17:02:53,0.07,23.97,0.0
17:02:58,0.07,23.53,0.0
17:03:03,2.49,23.48,0.0
17:03:08,79.85,25.02,0.0
17:03:13,2.49,23.71,0.0
17:03:18,0.0,23.46,0.0
17:03:23,0.0,22.81,0.0
17:03:28,0.0,36.1,0.0
17:03:33,0.07,39.32,0.0
17:03:38,0.07,38.86,0.0
17:03:43,79.85,34.88,0.0
17:03:47,0.0,99.7,0.0
17:03:52,0.07,97.46,0.0
17:03:57,0.07,90.36,0.0
17:04:02,0.07,83.26,0.0
17:04:07,0.0,61.83,0.0
17:04:23,0.0,175.26,21474836.47
17:04:28,0.0,4.64,21474836.47
17:04:33,2.49,2.58,21474836.47
17:04:38,0.0,5009.01,21474836.47
17:04:43,0.07,13999.88,21474836.47
17:04:47,79.85,667.69,0.0
17:04:53,0.0,242.38,0.0
17:04:57,79.85,179.19,0.0
17:05:02,0.0,106.29,0.0
17:05:07,0.07,88.35,0.0
17:05:12,0.0,57.36,0.0
17:05:17,0.07,48.15,0.0
17:05:22,79.85,43.95,0.0
17:05:27,0.0,71.84,0.0
17:05:32,0.07,126.46,0.0
17:05:37,2.49,0.0,0.0
17:05:42,0.0,0.0,0.0
17:05:47,79.85,0.0,0.0
17:05:54,0.0,0.0,0.0
17:06:01,0.0,0.0,0.0
17:06:06,0.07,0.0,0.0
17:06:11,2553.73,77942.73,0.0
17:06:16,0.0,0.0,0.0
17:06:21,0.07,0.0,0.0
17:06:26,2.49,0.0,21474836.47
17:06:31,0.0,0.0,21474836.47
17:06:36,0.07,0.0,21474836.47
17:06:41,0.07,0.0,0.0
17:06:45,2.49,0.0,0.0
17:06:50,2.49,0.0,0.0
17:06:55,0.0,0.0,0.0
17:07:00,0.0,0.0,0.0
17:07:05,0.07,0.0,0.0
17:07:10,79.85,0.0,0.0
17:07:15,0.0,0.0,0.0
17:07:20,0.0,0.0,0.0
17:07:24,0.07,0.0,0.0
17:07:29,0.0,0.0,0.0
17:07:34,0.07,0.0,0.0
17:07:39,79.85,0.0,0.0
17:07:44,0.07,0.0,0.0
17:07:49,0.0,0.0,0.0
17:07:54,0.0,43.34,0.0
17:07:59,2553.73,14.97,0.0
17:08:04,2553.73,10.71,0.0
17:08:09,2553.73,9.3,0.0
17:08:14,81671.0,7.2,0.0
17:08:19,81671.0,3.03,0.0
17:08:23,81671.0,11.21,0.0
17:08:29,21474836.47,0.0,0.0
17:08:33,21474836.47,0.0,0.0
17:08:38,21474836.47,0.0,0.0
17:08:44,21474836.47,0.0,0.0
17:08:48,21474836.47,0.0,0.0
17:08:53,0.0,0.0,0.0
17:08:58,21474836.47,0.0,0.0
17:09:03,21474836.47,0.0,0.0
17:09:08,21474836.47,0.0,0.0
17:09:13,21474836.47,97.91,0.0
17:09:18,0.0,12282.2,0.0
17:09:23,0.0,19.53,0.0
17:09:28,0.0,6.01,0.0
17:09:33,0.0,24.46,0.0
17:09:47,0.0,0.0,21474836.47
17:09:52,0.0,0.0,0.0
17:09:57,0.0,0.0,4.5
17:10:02,0.0,40.86,0.5
17:10:07,0.0,15.31,8.25
17:10:12,0.0,7.13,8.25
17:10:17,0.0,21.15,4.5
17:10:21,0.0,21.04,8.5
17:10:26,0.0,12.37,12.25
17:10:31,0.0,5.55,8.5
17:10:36,0.0,23.06,8.25
17:10:41,0.0,10.48,21474836.47
17:10:46,0.0,9.44,8.5
17:10:51,0.0,4.63,8.5
17:10:56,0.0,18.02,8.5
17:11:01,0.0,8.15,12.25
17:11:06,0.0,7.95,4.5
17:11:11,0.0,3.39,8.25
17:11:16,0.0,3.53,4.5
17:11:20,0.0,12.95,8.5
17:11:26,0.0,30.4,16.25
17:11:30,0.0,8.35,21474836.47
17:11:35,0.0,8.43,21474836.47
17:11:40,0.0,9.03,63.5
17:11:45,0.0,0.0,8.25
17:11:50,0.0,0.0,18.25
17:11:55,0.0,0.0,12.25
17:12:00,0.0,0.0,32.5
17:12:05,0.0,0.0,21474836.47
17:12:10,0.0,0.0,67.0
17:12:15,0.0,0.0,73.5
17:12:20,0.0,0.0,77.0
17:12:25,0.0,0.0,21474836.47
17:12:30,0.0,1365.34,21474836.47
17:12:35,0.0,103.64,64.25
17:12:39,0.0,18.24,66.25
17:12:44,0.0,9.43,66.25
17:12:49,0.0,8.74,64.25
17:12:54,0.0,39.74,64.25
17:12:59,0.0,10.69,64.25
17:13:04,0.0,8.37,21474836.47
17:13:09,0.0,2.15,80.0
17:13:14,0.0,13.58,21474836.47
17:13:19,0.0,20.68,76.25
17:13:24,0.0,20.75,72.25
17:13:29,0.0,9.22,21474836.47
17:13:34,0.0,6.58,68.25
17:13:39,0.0,2.2,21474836.47
17:13:44,0.0,4.55,21474836.47
17:13:49,0.0,10.53,21474836.47
17:13:54,0.0,10.91,21474836.47
17:13:58,0.0,11.35,64.25
17:14:03,0.0,22.93,68.25
17:14:08,0.0,12.48,64.25
17:14:13,0.0,7.65,64.5
17:14:18,0.0,4.75,70.25
17:14:23,0.0,11.56,70.25
17:14:28,0.0,7.8,21474836.47
17:14:33,0.0,5.09,64.5
17:14:38,0.0,14.94,21474836.47
17:14:43,0.0,17.57,21474836.47
17:14:48,0.0,8.47,98.25
17:14:53,0.0,2.04,96.25
17:14:58,0.0,31.25,98.25
17:15:03,0.0,8.19,100.25
17:15:07,0.0,5.4,107.5
17:15:12,0.0,9.37,102.25
17:15:17,0.0,5.15,100.25
17:15:22,0.0,28.81,96.5
17:15:27,0.0,7.12,105.5
17:15:32,0.0,25.86,96.25
17:15:37,0.0,4.93,21474836.47
17:15:42,0.0,24.8,21474836.47
17:15:47,0.0,7.37,98.25
17:15:52,0.0,17.73,21474836.47
17:15:57,0.0,10.46,21474836.47
17:16:02,0.0,2.84,96.5
17:16:07,0.0,9.18,21474836.47
17:16:12,0.0,1.76,21474836.47
17:16:17,0.0,10.67,21474836.47
17:16:22,0.0,5.32,21474836.47
17:16:27,0.0,13.31,21474836.47
17:16:32,0.0,10.52,21474836.47
17:16:37,0.0,5.07,21474836.47
17:16:42,0.0,33.04,21474836.47
17:16:47,0.0,11.12,21474836.47
17:16:52,0.0,5.08,108.0
17:16:56,0.0,17.67,104.25
17:17:02,0.0,10.83,112.0
17:17:06,0.0,2.91,118.5
17:17:11,0.0,26.65,21474836.47
17:17:16,0.0,11.17,21474836.47
17:17:21,0.0,6.58,21474836.47
17:17:26,0.0,8.66,21474836.47
17:17:31,0.0,27.11,137.5
17:17:36,0.0,36.8,163.0
17:17:41,0.0,34.92,21474836.47
17:17:46,0.0,27.76,172.25
17:17:51,0.0,11.54,21474836.47
17:17:56,0.0,11.44,146.25
17:18:02,0.0,11.16,21474836.47
17:18:06,0.0,11.98,21474836.47
17:18:11,0.0,12.58,21474836.47
17:18:16,0.0,11.32,132.25
17:18:21,0.0,12.73,134.25
17:18:26,0.0,13.11,133.5
17:18:31,0.0,10.54,21474836.47
17:18:36,0.0,4.73,21474836.47
17:18:41,0.0,7.04,21474836.47
17:18:46,0.0,31.55,98.25
17:18:51,0.0,8.81,84.25
17:18:56,0.0,2.47,64.25
17:19:01,0.0,27.7,64.5
17:19:06,0.0,9.05,64.25
17:19:10,0.0,3.26,21474836.47
17:19:15,0.0,41.35,28.25
17:19:20,0.0,8.31,1.0
17:19:25,0.0,30.75,8.25
17:19:30,0.0,10.42,0.25
17:19:36,0.0,7.0,21474836.47
17:19:40,0.0,35.87,48.25
17:19:45,0.0,11.07,36.5
17:19:50,21474836.47,1.81,49.0
17:19:55,0.0,9.36,21474836.47
17:20:00,0.0,27.2,148.25
17:20:05,0.0,43.67,21474836.47
17:20:10,0.0,43.95,21474836.47
17:20:15,0.0,42.38,21474836.47
17:20:20,0.0,35.75,21474836.47
17:20:25,0.0,36.14,21474836.47
17:20:30,0.0,40.08,21474836.47
17:20:35,0.0,41.04,21474836.47
17:20:40,0.0,36.6,21474836.47
17:20:45,0.0,31.49,21474836.47
17:20:50,0.0,25.15,21474836.47
17:20:55,0.0,10.34,21474836.47
17:21:00,0.0,10.96,21474836.47
17:21:05,0.0,9.72,21474836.47
17:21:10,0.0,9.02,21474836.47
17:21:15,0.0,10.69,21474836.47
17:21:20,0.0,8.91,21474836.47
17:21:25,0.0,8.67,21474836.47
17:21:29,0.0,7.7,21474836.47
17:21:35,0.07,7.5,21474836.47
17:21:39,0.07,7.77,21474836.47
17:21:44,0.07,7.39,21474836.47
17:21:49,0.07,7.41,21474836.47
17:21:54,0.07,8.1,21474836.47
17:21:59,0.07,8.47,21474836.47
17:22:04,0.0,6.25,21474836.47
17:22:09,0.0,8.71,21474836.47
17:22:14,0.0,11.01,21474836.47
17:22:19,0.0,9.98,21474836.47
17:22:24,0.0,8.83,21474836.47
17:22:29,0.0,8.66,21474836.47
17:22:34,0.0,10.22,21474836.47
17:22:39,0.0,8.31,21474836.47
17:22:44,0.0,9.12,21474836.47
17:22:49,0.0,12.06,21474836.47
17:22:54,0.0,10.77,2032.0
17:22:59,0.0,10.81,0.0
17:23:04,0.0,10.69,21474836.47
17:23:09,0.0,10.81,21474836.47
17:23:14,0.0,11.24,21474836.47
17:23:19,0.0,10.7,21474836.47
17:23:24,0.07,18.04,21474836.47
17:23:29,0.07,15.87,21474836.47
17:23:34,2.49,14.22,21474836.47
17:23:39,2.49,13.92,0.0
17:23:44,2.49,15.17,48.0
17:23:49,2.49,15.79,48.0
17:23:54,2.49,14.79,1584.0
17:23:59,2.49,14.26,47.0
17:24:04,0.07,14.63,42.0
17:24:08,0.07,10.61,44.0
17:24:13,0.0,14.09,40.0
17:24:18,0.0,13.4,36.0
17:24:23,0.0,12.46,32.0
17:24:28,0.0,12.49,34.0
17:24:33,0.0,12.98,32.0
17:24:38,0.0,10.01,32.0
17:24:43,2.49,10.86,36.0
17:24:48,2.49,12.28,36.0
17:24:53,2.49,10.7,34.0
17:24:58,2.49,13.4,32.0
17:25:03,0.07,10.23,34.0
17:25:07,0.0,10.3,32.0
17:25:13,0.0,13.11,32.0
17:25:17,0.0,12.98,47.0
17:25:22,0.0,13.94,0.0
17:25:27,0.0,11.72,0.0
17:25:32,0.0,13.05,32.0
17:25:37,0.0,14.79,76.0
17:25:42,0.0,12.8,106.0
17:25:47,0.0,13.43,8.0
17:25:52,0.0,12.04,62.0
17:25:57,0.0,12.9,0.0
17:26:02,0.0,11.24,64.0
17:26:07,0.0,11.21,32.0
17:26:11,0.0,12.82,0.0
17:26:16,0.0,12.44,0.0
17:26:21,0.0,13.39,0.0
17:26:26,0.0,13.43,0.0
17:26:31,0.0,13.6,0.0
17:26:36,0.0,13.11,0.0
17:26:41,0.0,11.74,16.0
17:26:47,0.0,15.65,0.0
17:26:51,0.0,12.96,0.0
17:26:56,0.0,11.72,3.0
17:27:01,0.0,12.56,127.0
17:27:05,0.0,13.18,2.0
17:27:10,0.0,13.33,4.0
17:27:15,0.0,11.77,0.0
17:27:20,0.0,12.7,0.0
17:27:25,0.0,13.61,18.0
17:27:30,0.0,13.25,0.0
17:27:35,0.0,12.9,8.0
17:27:40,0.0,13.58,32.0
17:27:45,0.0,11.72,48.0
17:27:50,0.0,12.65,0.0
17:27:55,0.0,12.52,28.0
17:28:00,0.0,15.16,24.0
17:28:04,0.0,17.82,52.0
17:28:10,0.0,14.47,68.0
17:28:14,0.0,14.63,84.0
17:28:19,0.0,14.44,108.0
17:28:24,0.0,12.76,128.0
17:28:29,0.0,12.19,134.0
17:28:34,0.0,12.8,152.0
17:28:39,0.0,13.61,128.0
17:28:44,0.0,11.69,160.0
17:28:49,0.0,13.83,184.0
17:28:54,0.0,14.17,192.0
17:28:59,0.0,12.95,192.0
17:29:04,0.0,12.46,223.0
17:29:09,0.0,11.31,228.0
17:29:14,0.0,14.25,242.0
17:29:19,0.0,14.23,0.0
17:29:24,0.0,14.45,2.0
17:29:29,0.0,14.79,0.0
17:29:33,0.0,15.12,24.0
17:29:38,0.0,15.98,4.0
17:29:43,0.0,14.28,16.0
17:29:48,0.0,0.0,32.0
17:29:53,0.0,15.86,48.0
17:29:58,0.0,21.0,56.0
17:30:03,0.0,18.82,0.0
17:30:08,0.0,17.81,0.0
17:30:13,0.0,15.72,0.0
17:30:18,0.0,21.99,0.0
17:30:23,0.0,17.03,0.0
17:30:28,0.0,17.75,48.0
17:30:32,0.0,18.12,68.0
17:30:37,0.0,15.01,62.0
17:30:42,0.0,14.96,32.0
17:30:47,0.0,14.99,0.0
17:30:52,0.0,16.51,6.0
17:30:57,0.0,15.29,40.0
17:31:02,0.0,14.92,8.0
17:31:07,0.0,14.17,21474836.47
17:31:12,0.0,13.06,0.0
17:31:17,0.0,10.9,249.0
17:31:22,0.0,11.44,224.0
17:31:27,0.0,12.56,214.0
17:31:32,0.0,11.25,200.0
17:31:37,0.0,11.72,184.0
17:31:42,0.0,12.06,160.0
17:31:47,0.0,11.25,128.0
17:31:51,0.0,11.85,132.0
17:31:57,0.0,15.27,132.0
17:32:02,0.0,12.1,240.0
17:32:06,0.0,13.63,192.0
17:32:11,0.0,5.77,128.0
17:32:16,0.0,16.03,112.0
17:32:21,0.0,11.65,0.0
17:32:26,0.0,11.96,8.0
17:32:31,0.0,10.77,0.0
17:32:36,0.0,10.63,52.0
17:32:41,0.0,10.03,32.0
17:32:46,0.0,11.3,0.0
17:32:51,0.0,10.93,0.0
17:32:56,0.0,9.78,16.0
17:33:00,0.0,17.33,0.0
17:33:05,0.0,11.18,0.0
17:33:10,0.0,9.62,0.0
17:33:15,0.0,9.91,118.0
17:33:20,0.0,10.71,111.0
17:33:25,0.0,10.47,96.0
17:33:30,0.0,9.78,0.0
